85012997974,393.051800,469.514300,885.386800,2.328737,0.000000,0.190984,19,20
85010107589,428.669700,452.929000,918.408600,17.769886,0.000000,0.179730,32,33
85007553675,353.756900,459.062100,822.297000,19.606769,0.000000,0.245155,48,49
85008127044,378.212300,494.173100,890.404200,8.531883,-0.000000,0.161899,44,45
85003158884,347.062900,514.993300,869.756000,20.410635,0.000000,0.304787,127,128
85011451680,397.058300,439.234600,858.556000,2.328737,0.000000,0.223396,25,26
85000194923,363.584800,493.239000,901.678200,30.241885,0.000000,1.036971,2067,2068
85009406054,386.909300,474.678600,862.677600,12.267449,-0.000000,0.171253,36,37
85002596991,364.369500,506.945100,826.134800,18.719967,0.000000,0.337747,157,158
85007824725,367.471300,458.473100,876.211800,25.724870,0.000000,0.186934,46,47
85009050854,383.149100,429.077500,837.842200,16.270870,-0.000000,0.195906,38,39
85004414100,370.762200,468.039100,842.844800,40.535375,-0.000000,0.258585,88,89
85004414152,374.285600,428.075500,915.452900,13.831588,0.000000,0.277946,88,89
85010638232,403.576900,483.245000,845.385900,13.201284,0.000000,0.490660,29,30
85003694465,369.063800,452.894300,917.861300,12.963331,0.000000,0.250530,107,108
85001893596,386.845800,463.874100,918.167700,34.404059,0.000000,0.548097,220,221
85011245415,359.706000,506.675400,821.379600,21.504424,-0.000000,0.139594,26,27
85005432729,415.276600,481.476800,895.463800,15.794712,0.000000,0.247484,70,71
85009218347,377.926000,455.344400,844.218100,14.231073,0.000000,0.169927,37,38
85008425896,422.857700,460.562700,858.249500,20.309373,0.000000,0.193728,42,43
85010640514,366.821100,482.627000,875.079900,11.817562,0.000000,0.170113,29,30
85002282770,376.472200,494.019500,839.718800,21.499190,0.000000,0.297872,180,181
85009052900,343.271200,495.608200,877.128100,12.899557,0.000000,0.190155,38,39
85002295554,402.553600,482.532200,840.637400,20.181406,0.000000,0.276849,179,180
85006235226,403.971400,487.306000,891.220000,22.319470,0.000000,0.198150,60,61
85001510664,341.839600,484.301500,884.959500,22.487548,0.000000,0.428536,279,280
85004285972,398.451600,472.756900,890.125500,14.326141,0.000000,0.413931,91,92
85011670070,410.263000,468.666400,909.877300,4.186003,0.000000,0.129351,24,25
85006235232,388.784700,463.887600,866.225500,10.816744,0.000000,0.202671,60,61
85009735914,367.153000,475.411100,847.847200,12.890960,0.000000,0.241955,34,35
85007981098,361.059000,507.317300,829.771700,29.892665,0.000000,0.246748,45,46
85008127082,391.171800,508.284500,836.093900,22.223687,0.000000,0.163440,44,45
85005161233,383.538100,457.023100,843.957600,16.127324,-0.000000,0.274195,74,75
85003158576,382.476700,482.285400,875.347800,26.891206,0.000000,0.322709,127,128
85004816911,415.225300,466.892600,875.269800,22.958200,0.000000,0.263981,80,81
85012120732,353.946600,488.198500,898.785200,14.689792,0.000000,0.197175,22,23
85009578163,398.803900,446.639400,857.825100,12.780999,0.000000,0.132152,35,36
85010657963,396.239200,425.410200,880.409500,7.884082,0.000000,0.131111,29,30
85005887624,334.149600,501.442100,887.502600,11.212988,0.000000,0.162050,64,65
85008259161,343.543500,489.959700,822.301600,20.085091,0.000000,0.188717,43,44
85011223423,378.342700,497.620200,889.572400,18.774627,0.000000,0.183213,26,27
85003575731,349.559300,517.246300,843.634900,17.297572,0.000000,0.255394,111,112
85010107450,413.198300,464.615600,894.207900,25.771502,0.000000,0.183856,32,33
85002130801,351.090600,512.813400,860.932300,18.119167,-0.000000,0.377669,194,195
85004560615,394.038600,505.904200,917.559000,40.172893,0.000000,0.307641,85,86
85008887957,339.555200,481.293400,878.643100,16.764623,-0.000000,0.203072,39,40
85005426130,336.152800,483.608000,851.155600,19.991531,0.000000,0.300615,70,71
85002069800,371.084300,469.326500,843.867700,16.945693,0.000000,0.317640,200,201
85000092704,388.436000,507.624600,834.891200,18.963774,0.000000,0.996922,3906,3907
85011649501,364.955200,444.944700,876.620000,2.791613,0.000000,0.196200,24,25
85005105750,399.638400,456.866800,898.467400,14.759087,0.000000,0.194214,75,76
